foodid,annotated_food_name,dietary_supplement_cat,dietary_supplement_subcat,breakfast_cereal_cat,breakfast_cereal_subcat,side_dish_cat,side_dish_subcat,condiment_cat,condiment_subcat,beverage_cat,beverage_subcat,snack_cat,snack_subcat,dessert_cat,dessert_subcat,fast_food_brand_cat,fast_food_brand_subcat,snack_brand_cat,snack_brand_subcat,herb_spice_cat,herb_spice_subcat,staple_cat,staple_subcat,meat_cat,meat_subcat,egg_dairy_cat,egg_dairy_subcat,vegetable_cat,vegetable_subcat,mushroom_cat,mushroom_subcat,fruit_cat,fruit_subcat,nut_seed_cat,nut_seed_subcat,bean_legume_cat,bean_legume_subcat,preparation_cat,preparation_subcat,volume_q,volume_unit,mass_q,mass_unit,length_q,length_unit,serving_q,serving_unit,calories,fat,carbs,sodium,potassium,fiber,sugar,protein,calcium,iron
65,"{""egg_dairy"": 1, ""staple__wheat"": 1, ""staple__wheat__pizza"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,330,13,39,-,-,-,-,14,-,-
66,"{""nut_seed__nut"": 1, ""nut_seed"": 1, ""fruit__mediterranean"": 1, ""fruit__mediterranean__raisin"": 1, ""fruit"": 1, ""nut_seed__nut__nut"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,mediterranean,nut_seed,nut,-,-,-,-,-,-,35.44,gram,-,-,-,-,163,12,8,-,-,-,-,5,-,-
67,"{""vegetable"": 1, ""vegetable__root_tuberous_vegetables__carrot"": 1, ""vegetable__root_tuberous_vegetables"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,root_tuberous_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,69.00,gram,-,-,-,-,24,0,6,-,-,-,-,0,-,-
68,"{""vegetable"": 1, ""vegetable__bulb_stem_vegetables__celery"": 1, ""vegetable__bulb_stem_vegetables"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,bulb_stem_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,stalk,17,0,4,-,-,-,-,1,-,-
69,"{""vegetable__leafy_salad"": 1, ""vegetable"": 1, ""vegetable__leafy_salad__spinach"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,leafy_salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,4,23,-,-,-,-,5,-,-
70,"{""staple__wheat__bagel"": 1, ""staple__wheat"": 1, ""herb_spice__spices__sesame"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106.44,gram,-,-,-,-,155,4,33,-,-,-,-,7,-,-
71,"{""meat__beef__beef"": 1, ""meat"": 1, ""meat__beef"": 1, ""staple__maize"": 1, ""staple__maize__taco"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,maize,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,taco,149,5,10,-,-,-,-,20,-,-
72,"{""herb_spice__spices__berry"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""fruit__berry__blueberry"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,-,-,-,-,14.00,berry,11,0,3,-,-,-,-,0,-,-
73,"{""fruit__berry__raspberry"": 1, ""fruit"": 1, ""fruit__berry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,150.25,gram,-,-,-,-,130,0,19,-,-,-,-,12,-,-
74,"{""staple__other_cereal"": 1, ""fruit__berry__strawberry"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""staple__other_cereal__oat"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,other_cereal,-,-,-,-,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,50.00,gram,-,-,1.00,bar,180,5,33,-,-,-,-,4,-,-
75,"{""egg_dairy"": 1, ""fruit__tropical__pomegranate"": 1, ""fruit"": 1, ""egg_dairy__dairy_product__yogurt"": 1, ""egg_dairy__dairy_product"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,170.10,gram,-,-,-,-,140,0,21,-,-,-,-,14,-,-
76,"{""meat"": 1, ""meat__shellfish"": 1, ""meat__shellfish__shrimp"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200.00,gram,-,-,-,-,336,18,2,-,-,-,-,42,-,-
77,"{""condiment"": 1, ""condiment__condiment__peanut_sauce"": 1, ""condiment__condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.57,milliliter,-,-,-,-,-,-,80,4,10,-,-,-,-,3,-,-
78,"{""meat__beef__beef"": 1, ""meat"": 1, ""staple__rice__pho"": 1, ""meat__beef"": 1, ""staple__rice"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473.18,milliliter,-,-,-,-,-,-,300,7,35,-,-,-,-,14,-,-
79,"{""staple__wheat__pasta"": 1, ""staple__wheat"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.52,gram,-,-,-,-,150,1,32,-,-,-,-,5,-,-
80,"{""meat__beef__beef"": 1, ""meat"": 1, ""meat__beef"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.70,gram,-,-,-,-,120,6,0,-,-,-,-,14,-,-
81,"{""condiment"": 1, ""condiment__condiment"": 1, ""condiment__condiment__peanut_butter"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.79,milliliter,-,-,-,-,-,-,95,8,4,-,-,-,-,4,-,-
82,"{""meat__lamb__lamb"": 1, ""meat__lamb"": 1, ""meat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,lamb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,260,6,29,-,-,-,-,22,-,-
83,"{""meat__pork"": 1, ""meat"": 1, ""meat__pork__bacon"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,pork,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.00,slice,180,15,0,-,-,-,-,9,-,-
84,"{""egg_dairy"": 1, ""fruit"": 1, ""fruit__berry__raspberry"": 1, ""fruit__berry"": 1, ""egg_dairy__dairy_product__yogurt"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,170.10,gram,-,-,-,-,130,0,19,-,-,-,-,12,-,-
85,"{""condiment"": 1, ""side_dish__soup"": 1, ""condiment__condiment"": 1, ""side_dish"": 1, ""condiment__condiment__miso"": 1, ""side_dish__soup__soup"": 1}",-,-,-,-,side_dish,soup,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,93,4,7,-,-,-,-,8,-,-
86,"{""meat__fish__salmon"": 1, ""meat"": 1, ""meat__fish"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,fish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.87,gram,-,-,-,-,234,11,14,-,-,-,-,20,-,-
87,"{""staple__rice"": 1, ""staple"": 1, ""staple__rice__sushi"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,piece,390,9,8,-,-,-,-,2,-,-
88,"{""condiment"": 1, ""condiment__condiment"": 1, ""condiment__condiment__guacamole"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.15,milliliter,30.00,gram,-,-,-,-,90,6,4,-,-,-,-,0,-,-
89,"{""meat__beef__beef"": 1, ""meat"": 1, ""preparation__non_heat__marinated"": 1, ""meat__beef"": 1, ""preparation"": 1, ""preparation__non_heat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,preparation,non_heat,-,-,85.05,gram,-,-,-,-,120,5,2,-,-,-,-,14,-,-
90,"{""condiment__condiment"": 1, ""preparation__wet__boiled"": 1, ""bean_legume"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""condiment__condiment__salt"": 1, ""bean_legume__legume__bean"": 1, ""bean_legume__legume"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,bean_legume,legume,preparation,wet,-,-,50.00,gram,-,-,-,-,66,0,12,-,-,-,-,4,-,-
91,"{""staple__wheat"": 1, ""dessert"": 1, ""dessert__cookies__cooky"": 1, ""dessert__cookies"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cookies,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,525,25,77,-,-,-,-,7,-,-
92,"{""meat"": 1, ""condiment__condiment"": 1, ""condiment__condiment__cocktail_sauce"": 1, ""meat__seafood"": 1, ""meat__seafood__seafood"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,seafood,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.15,milliliter,-,-,-,-,-,-,70,0,18,-,-,-,-,1,-,-
93,"{""staple__wheat"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""dessert__confectionery"": 1, ""staple__wheat__muffin"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,piece,370,20,43,-,-,-,-,4,-,-
94,"{""fruit__berry__blackberry"": 1, ""fruit"": 1, ""fruit__berry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,67.00,gram,-,-,-,-,29,0,6,-,-,-,-,1,-,-
95,"{""meat__pork__pork"": 1, ""meat"": 1, ""condiment__condiment"": 1, ""meat__pork"": 1, ""condiment__condiment__bbq_sauce"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,pork,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.40,gram,-,-,-,-,224,8,18,-,-,-,-,18,-,-
96,"{""egg_dairy"": 1, ""egg_dairy__dairy_product__feta"": 1, ""egg_dairy__dairy_product"": 1, ""egg_dairy__dairy_product__cheese"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.17,gram,-,-,-,-,37,3,1,-,-,-,-,2,-,-
97,"{""vegetable"": 1, ""vegetable__podded_vegetables__pea"": 1, ""vegetable__podded_vegetables"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,100,2,20,-,-,-,-,6,-,-
98,"{""dietary_supplement__bodybuilding_supplements__protein_bar"": 1, ""dessert"": 1, ""nut_seed"": 1, ""dessert__confectionery__caramel"": 1, ""dietary_supplement__bodybuilding_supplements"": 1, ""dessert__confectionery"": 1, ""nut_seed__nut"": 1, ""dietary_supplement"": 1, ""nut_seed__nut__nut"": 1}",dietary_supplement,bodybuilding_supplements,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,33.00,gram,-,-,5.00,bar,650,30,80,-,-,-,-,35,-,-
99,"{""egg_dairy"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""fruit__berry__blueberry"": 1, ""egg_dairy__dairy_product__yogurt"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,170.05,gram,-,-,-,-,140,0,21,-,-,-,-,13,-,-
100,"{""nut_seed__nut__nut"": 1, ""herb_spice__spices__spice"": 1, ""nut_seed__nut"": 1, ""dessert__confectionery__chocolate"": 1, ""condiment__condiment"": 1, ""nut_seed"": 1, ""herb_spice"": 1, ""condiment__condiment__salt"": 1, ""dessert"": 1, ""dessert__confectionery"": 1, ""herb_spice__spices"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,dessert,confectionery,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,-,-,-,-,2.00,bar,400,30,32,-,-,-,-,12,-,-
101,"{""condiment__condiment"": 1, ""condiment__condiment__salt"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1, ""vegetable__podded_vegetables__pea"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,120,1,20,-,-,-,-,8,-,-
102,"{""dessert__confectionery"": 1, ""dessert"": 1, ""dessert__confectionery__chocolate"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.00,gram,-,-,1.00,bar,90,2,17,-,-,-,-,1,-,-
103,"{""egg_dairy"": 1, ""staple__wheat"": 1, ""staple__wheat__ravioli"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,35.49,milliliter,-,-,-,-,-,-,56,2,8,-,-,-,-,2,-,-
104,"{""staple__maize__corn"": 1, ""staple__maize"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,maize,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,53,1,11,-,-,-,-,2,-,-
105,"{""condiment"": 1, ""condiment__condiment"": 1, ""condiment__condiment__salsa"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.57,milliliter,30.00,gram,-,-,-,-,15,0,3,-,-,-,-,0,-,-
106,"{""fruit__tropical__pistachio"": 1, ""preparation__dry"": 1, ""preparation"": 1, ""fruit"": 1, ""preparation__dry__roasted"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,preparation,dry,236.59,milliliter,-,-,-,-,-,-,320,28,16,-,-,-,-,12,-,-
107,"{""staple__rice"": 1, ""staple"": 1, ""staple__rice__rice"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.98,milliliter,-,-,-,-,-,-,60,0,13,-,-,-,-,1,-,-
108,"{""snack__snack"": 1, ""snack"": 1, ""condiment__condiment"": 1, ""condiment__condiment__honey"": 1, ""condiment"": 1, ""snack__snack__cracker"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.00,gram,-,-,-,-,195,3,41,-,-,-,-,3,-,-
109,"{""preparation"": 1, ""preparation__wet"": 1, ""preparation__wet__steamed"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1, ""vegetable__podded_vegetables__green_bean"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,preparation,wet,-,-,111.70,gram,-,-,-,-,34,0,8,-,-,-,-,2,-,-
110,"{""egg_dairy"": 1, ""egg_dairy__dairy_product__butter"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,4,0,-,-,-,-,0,-,-
111,"{""dessert__cake__carrot_cake"": 1, ""dessert__cake"": 1, ""dessert"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cake,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.00,gram,-,-,1.00,serving,420,25,48,-,-,-,-,3,-,-
112,"{""vegetable__vegetables__vegetarian"": 1, ""bean_legume"": 1, ""vegetable__vegetables"": 1, ""bean_legume__legume__bean"": 1, ""vegetable"": 1, ""bean_legume__legume"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,vegetables,-,-,-,-,-,-,bean_legume,legume,-,-,236.59,milliliter,-,-,-,-,-,-,110,6,30,-,-,-,-,12,-,-
113,"{""condiment__condiment__peanut_butter"": 1, ""breakfast_cereal"": 1, ""condiment"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""condiment__condiment"": 1, ""breakfast_cereal__breakfast_cereal__granola"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,bar,190,7,28,-,-,-,-,5,-,-
114,"{""meat__fish__tuna"": 1, ""meat"": 1, ""meat__fish"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,fish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.70,gram,-,-,-,-,60,1,0,-,-,-,-,13,-,-
115,"{""nut_seed__nut"": 1, ""condiment__condiment"": 1, ""nut_seed"": 1, ""dessert__confectionery__caramel"": 1, ""nut_seed__nut__almond"": 1, ""condiment__condiment__salt"": 1, ""dessert"": 1, ""dessert__confectionery"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,80.00,gram,-,-,-,-,400,32,30,-,-,-,-,12,-,-
116,"{""egg_dairy"": 1, ""staple__wheat"": 1, ""fast_food_brand__fast_food__starbucks"": 1, ""fast_food_brand"": 1, ""egg_dairy__dairy_product__butter"": 1, ""staple__wheat__croissant"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,wheat,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.00,gram,-,-,-,-,260,14,28,-,-,-,-,6,-,-
117,"{""meat__poultry__turkey"": 1, ""meat"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,354.88,milliliter,-,-,-,-,-,-,280,12,34,-,-,-,-,20,-,-
118,"{""fruit__temperate"": 1, ""fruit"": 1, ""fruit__temperate__pear"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,250.00,gram,-,-,-,-,145,0,39,-,-,-,-,1,-,-
119,"{""egg_dairy"": 1, ""dessert"": 1, ""egg_dairy__dairy_product"": 1, ""dessert__cookies__cooky"": 1, ""dessert__cookies"": 1, ""egg_dairy__dairy_product__butter"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cookies,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.52,gram,-,-,-,-,150,6,21,-,-,-,-,2,-,-
120,"{""meat__beef__beef"": 1, ""meat"": 1, ""preparation__wet__slow_cooked"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""meat__beef"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,beef,-,-,-,-,-,-,-,-,-,-,-,-,preparation,wet,473.18,milliliter,-,-,-,-,-,-,516,16,50,-,-,-,-,44,-,-
121,"{""snack__snack"": 1, ""snack__snack__tortilla_chip"": 1, ""staple__root_tuber"": 1, ""snack"": 1, ""staple__root_tuber__sweet_potato"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.18,gram,-,-,-,-,140,7,18,-,-,-,-,2,-,-
122,"{""egg_dairy"": 1, ""egg_dairy__dairy_product__mozzarella_cheese"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,stick,130,7,13,-,-,-,-,4,-,-
123,"{""dessert__confectionery"": 1, ""dessert"": 1, ""dessert__cake"": 1, ""dessert__cake__cake"": 1, ""dessert__confectionery__chocolate"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,slice,356,19,43,-,-,-,-,4,-,-
124,"{""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__pizza"": 1, ""meat__sausage"": 1, ""staple"": 1, ""meat__sausage__pepperoni"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,sausage,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,510,21,59,-,-,-,-,21,-,-
125,"{""vegetable"": 1, ""vegetable__fruits__avocado"": 1, ""vegetable__fruits"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,fruits,-,-,-,-,-,-,-,-,-,-,-,-,68.00,gram,-,-,-,-,109,10,6,-,-,-,-,1,-,-
126,"{""vegetable__flowers_flower_buds__broccoli"": 1, ""vegetable__flowers_flower_buds"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""preparation__wet__steamed"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,flowers_flower_buds,-,-,-,-,-,-,-,-,preparation,wet,177.44,milliliter,-,-,-,-,-,-,23,0,5,-,-,-,-,2,-,-
127,"{""staple__wheat__noodle"": 1, ""staple__wheat"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,bowl,550,20,59,-,-,-,-,27,-,-
128,"{""meat"": 1, ""bean_legume"": 1, ""bean_legume__legume__bean"": 1, ""meat__poultry"": 1, ""bean_legume__legume"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,bean_legume,legume,-,-,177.44,milliliter,-,-,-,-,-,-,185,2,17,-,-,-,-,22,-,-
129,"{""egg_dairy"": 1, ""egg_dairy__dairy_product__cheddar"": 1, ""egg_dairy__dairy_product"": 1, ""egg_dairy__dairy_product__cheese"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.50,gram,-,-,-,-,33,3,0,-,-,-,-,2,-,-
130,"{""nut_seed__nut"": 1, ""nut_seed"": 1, ""vegetable__podded_vegetables__peanut"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1, ""nut_seed__nut__nut"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,25.00,gram,-,-,-,-,150,12,3,-,-,-,-,6,-,-
131,"{""meat__meat"": 1, ""meat__meat__meat"": 1, ""meat__poultry__turkey"": 1, ""meat"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.70,gram,-,-,-,-,59,1,2,-,-,-,-,10,-,-
