userid,username,age,gender,location,city,state,title,about_me,reasons,inspirations,friends_count
1242,btjohio,80.0,Male,"Orlando, FL",Orlando,FL,,Retired music educator.,to stay healthy.,,2
6276,mjspade,37.0,Male,"Wesley Chapel, FL",Wesley Chapel,FL,,,,,2
4226,joshuararick,31.0,Male,"Augusta, GA",Augusta,GA,,,,,2
2165,david_loeffel,37.0,Male,"Marietta, GA",Marietta,GA,,,,,2
961,bhardin90,38.0,Male,"Marietta, GA",Marietta,GA,,,,,2
5186,ldcornell,43.0,Male,"Winder, GA",Winder,GA,,,,,2
7782,romajo,56.0,Female,"Beverly Manor, IL",Beverly Manor,IL,,I need to get back on track. Enough wimping out on exercise .,To feel and look good,,2
7920,s2winter,31.0,Female,"Chicago, IL",Chicago,IL,,,,,2
4076,JinxyBing,30.0,Male,"Franklin Park, IL",Franklin Park,IL,"Get out of here, old, itchy training bra!!","When I was younger, I used to be athletic and skinny, despite eating tons of sugar, but once I hit the age of 25 I started packing on the weight. I was eating terribly, 500-600 calories of chocolate and candy, in bed, every single day before I even opened my eyes in the morning, 3000-4000 calories a day, including an average of 6000mg of sodium. All of these calories went straight to my stomach and I looked disgusting.   I knew I had to get healthy and lose the stomach fat but I just couldn't do it. Then, while I was on vacation, I was wearing a tight shirt and someone asked me if I needed a training bra! As bad as that may sound, it may have saved my life. That one joke kicked me into gear and started me on the healthy path I'm on today. I do occasionally binge from time to time but I'm still eating healthier than I ever have before and on course to lose the fat I need to look good and stay healthy.","Although I have skinny arms and muscular legs, my stomach and chest are full of fat. Since belly fat is a big red flag for many medical conditions to come, I really want to get rid of visceral fat to become healthy and prevent future problems.",Being healthy.; Looking good.; Feeling good.; Being agile.,2
7586,redlosespounds,54.0,Female,"Herscher, IL",Herscher,IL,,,,,2
5611,madslacker,37.0,Male,"Roscoe, IL",Roscoe,IL,,,,,2
1270,butterflykysiz,34.0,Female,"Gary, IN",Gary,IN,It's all about learning and making changes,"31, unmarried without children, live in boyfriend. My life is pretty much the way I want it except for this weight....",Obesity runs in my family. Even the weight that I am right now I am still the smallest woman on my mother's side of the family. I have always varied in my weight from being way too small to being the size that I am right now. I would just like to be the weight I was the most confident which was when I was around 140.,"My boyfriend is a stick figure and Ifeel like an elephant next to him; I don't want to go and buy a ""bigger"" wardrobe",2
3089,goldie21047,50.0,Female,"Fallston, MD",Fallston,MD,Fit by fifty.,"I'm a married mom of one human, two cats and two dogs. Avid DIYer. Reluctant athlete.",I want to improve my tennis game and I want my knees to last me a lifetime. I certainly won't complain if I also end up looking better in the process.,"Friends who've lost the weight.; Friends who've always been a heathy weight.; If they can do it, so can I.",2
7736,Roanbull,43.0,Male,"Silver Spring, MD",Silver Spring,MD,,,,,2
5631,magneticembrace,28.0,Female,"Detroit, MI",Detroit,MI,,,,,2
3392,hkoopman,23.0,Female,"Spring Lake, MI",Spring Lake,MI,,,,,2
9464,val2867,23.0,Female,"Traverse City, MI",Traverse City,MI,,,,,2
1059,Bmorton11,22.0,Female,"Blaine, MN",Blaine,MN,PA student ready to drop the weight,"Summer 2013 I was in great shape with MFP and working out. THen in spring 2014 I was busy, I got married, moved to a new state, and started graduate schol. All the stress made me stress eat and I gained 20 lbs. Now its time for the for that weight to take a hike!",Be a good example for my patients as a PA more energy fit into my jeans again!,My future kids; My future patients; buy a NEW (smaller) wardrobe,2
5879,Mcastillo0718,32.0,Female,"Edina, MN",Edina,MN,,,,,2
640,aoshan,34.0,Female,"Minneapolis, MN",Minneapolis,MN,,,,,2
512,Andrewhaag,40.0,Male,"Minneapolis, MN",Minneapolis,MN,,,,,2
6161,MindySchroeder,43.0,Female,"Rochester, MN",Rochester,MN,,,,,2
6293,mkwong,31.0,Female,"Cary, NC",Cary,NC,,,,,2
1835,Cobbg1,32.0,Male,"Saddle Brook, NJ",Saddle Brook,NJ,,,,,2
4340,justinbrancato94,21.0,Male,"Woonona, NSW",Woonona,NSW,Your goal is set...... Now March!!!,-part time uni student and working full time as a cadet  - former rugby league player and aspiring cricket player  - love being outdoors and playing sports,- More about understanding the nutritional side of how my body works and what works and what doesn't.  - Becoming a better version of myself.  - set and achieve goals that drive me through life.,Grey plitt; Elliot hulse; Cricket Aspirations,2
8463,sophiazib,70.0,Female,"Cincinnati, OH",Cincinnati,OH,Squelch Syndrome X,"I'm a grandmother of an incredibly active three year old. I take care of her three days a week. The rest of the time you can find me wandering around town with my camera. Photography is amazing. Sometimes when I examine a shot I took, I see something I never noticed before. Then I go back to the place I took the picture for  another look. Photography reinforces your powers of observation.","I want to live a long and healthy life. There's diabetes in my family and I don't want to end up that way. Of course, there are no guarantees, but I'll try my damnedest to avoid getting it. Fortunately, I'm now 67 and the longer I keep it at bay, the better for me.","My grand daughter  is energy in motion and brings me joy every day; My trainer at the gym is 57, and she'll put anyone to shame.; Margot Fonteyn performed in Houston when she was 56. She was fabulous!!!!; Eartha Kitt, an ex-dancer, was in stunning shape, performing in NY at age 78.",2
5931,meechta,49.0,Female,"Columbus, OH",Columbus,OH,,,,,2
4511,katiekinicus,24.0,Female,"Nelsonville, OH",Nelsonville,OH,,Original SW: 274 (3/29/14) Lowest Weight: 225 CW: 235 (5/11/15) GW: 160 (less or more depending on how I feel)  Current Goals  Goal- Under 225 lbs Goal- Under 200 lbs Goal- Under 175 lbs  Goal- Size 18 Pants Goal- Size 16 Pants Goal- Size 14 Pants,"to feel more confident to treat my body with love and respect to live my life as I was meant to, not imprisoned by my weight",,2
1611,ChemHate,23.0,Female,"Moore, OK",Moore,OK,,"I'm a college student, musical performer, and lifeguard.",I want to look good in shorts.,,2
3588,insanefile,27.0,Female,"Oklahoma City, OK",Oklahoma City,OK,,,,,2
7225,phieaglefan,54.0,Female,"Oklahoma City, OK",Oklahoma City,OK,,Love MyFitness Pal!,,,2
6048,mesa4,60.0,Female,"Perkins, OK",Perkins,OK,A new beginning,"I am a 60 year old housewife.   My husband and I are parents at a boys home for teenage boys who have suffered trauma and have been abused.  We have 6 at a time in the home with us. As you can imagine , I do stay busy.   Its hard to lose weight when you are cooking for 7 guys!  I have two daughters, two son in laws and 4 sweet grand-babies.",My husband has planned him and I a trip to Belize and I backed out because of my weight.  There would be alot of hiking and Im too short winded to make it far..  I also would love to be able to snorkel and to wear a swimsuit when I go.  He is a long distance backpacker and loves the out doors.,To wear a swimsuit instead of shorts!; To be able to hike atleast short distances; To live to see my grandbabies grow into beautiful people,2
5014,lababy2,42.0,Female,"Midland, ON",Midland,ON,Letting the real me shine through.,"Ive always been over weight since puberty.  Ive tried everything, even gastric bypass.  But Im still trying.....",I want people to see the real me.,"I want to be able to go to any clothes store.; Getting into 37"", 30"", 40"" size 12-14",2
2749,eugeniavlasova,37.0,Female,"Windsor, ON",Windsor,ON,Sculpturing New Me,"I'm Russian, have been lining in Canada since 2010. I like dancing and going to group fitness classes. I believe that exercising should not be boring, it should be fun!","When I was 24, I was slim and living a wonderful life. I want to get my new slim body again, at my 36. I know I can do that.",,2
6606,MurphysLaw73,42.0,Female,"Cedarhurst, PA",Cedarhurst,PA,It's Now or Never,"I am 38 yrs old.  I am married to a great husband who loves and supports me no matter what choices I make in life.  We have 2 wonderful dogs that make me laugh.  Just like the rest of the population I have been trying to lose the same weight for the last 10 years.  I have been there done that when it has come to diets.  I have found over the years what has worked well for me and now I just have to do it.  I know it is no longer a diet, but a lifestyle change.  I joined MyFitnessPal so I could keep track of my progress and make note of my accomplishments and improve on any set backs.  I am going to take this one day at a time.","I worked in the Hospitality field and found it really hard to eat right and work out.  I am now no longer working the crazy 60 hour work weeks.  I am taking a step back and doing some different things that are making me happy.  So  I am setting a goal for myself to get healthier, feel healthier, and look healthier by the time I reach my 40th birthday.  I don't want to keep gaining and losing the same 25 pounds in my 40's like I have in my 30's.  It is time to stop wasting my life at work and to start living.  You only get one!","My health, feel better (better control on migraines, asthma); No longer feel fatigue, and joints feel great; No longer feel uncomfortable in my own body; You only get one life, take care of it",2
4658,Kelsey677,26.0,Female,"Evans City, PA",Evans City,PA,,,,,2
4886,Koldnomore,42.0,Female,"Aylmer, QC",Aylmer,QC,Back for round 2!,"** READ THIS FIRST: *I don't accept invites from people who don't give a reason for friending or have closed diaries. If you don't log in for a month don't expect to stay on my list.** Thank you!  After having lost about 70 pounds in the past few years I was involved in a car accident in July of 2014 and my fitness journey went down the tubes. I know many people who have been through much worse so it shouldn't have been that bad but I haven't been myself since.   I wasn't able to walk for a month, then on crutches / cane. Absolutely forbidden from going to the gym by my doctor  therapist for a couple of months and then when I was allowed back it was only for upper body work, nothing to do with my leg/ankle.   By October 2014 I was cleared to ride a bike for no more than half an hour / day - still no running or walking of any distances. I've been slowly trying to get back into my routine but I'm still not 100% and I have been told that I might need surgery in the new year and that I might be unable to get back to running/hiking next year either. *update: no surgery needed!*  I have been going to the gym maybe once a week lately but still walk 3- 5km / day. It's not enough to sustain the amount of food that I got used to eating when I was more active so now I am struggling in my progression.   I'm back for round 2 to try to continue with my journey - or at least keep from gaining it all back!  Progress: Start July 2012 - 220 lbs September 2012 - 200 lbs November 2012 - 190 lbs February 2013 - 180 lbs April 2013 - 170 lbs July 2013 - 160  lbs December 2013 - 150 lbs January 2015 - 150 lbs March 2015 - 151 (official back to the gym start weight)",,"Meh, I'm doing it because - I - want to. Inspiration is over rated :P",2
